epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
12,291.454,1.09955,1.71722,0.28037,0.88236,1.07732,0.94441,0.97977,0.97765,0.74525,0.95805,0.95605,0.97463,0.74801,0.85476,1.15265,0.05436,0.58446,0.94928,0.00160649,0.00160649,0.00160649
13,313.771,1.04925,1.56935,0.26115,0.79937,1.04991,0.97637,0.96631,0.97645,0.73437,0.97306,0.96307,0.97608,0.71348,0.87437,1.15529,0.03845,0.64812,0.96326,0.00160099,0.00160099,0.00160099
14,335.908,1.01126,1.46983,0.25702,0.75911,1.03842,0.96127,0.97114,0.97855,0.77407,0.96663,0.98246,0.98824,0.75848,0.7707,0.98804,0.03668,0.61891,0.92043,0.00159549,0.00159549,0.00159549
15,358.23,0.98529,1.45867,0.23978,0.75639,1.01989,0.96723,0.96333,0.98388,0.78417,0.96723,0.96333,0.99141,0.77915,0.75401,0.9039,0.02993,0.5389,0.90535,0.00158998,0.00158998,0.00158998
16,380.819,0.95634,1.42615,0.22926,0.71653,1.01917,0.93713,0.8874,0.92193,0.71641,0.93766,0.89083,0.92279,0.72644,0.83987,1.27002,0.05484,0.69034,0.98871,0.00158448,0.00158448,0.00158448
17,403.237,0.95721,1.32284,0.22873,0.70228,1.01516,0.98497,0.9655,0.98039,0.77363,0.97691,0.97085,0.98861,0.78311,0.77465,0.89598,0.03399,0.5408,0.92255,0.00157898,0.00157898,0.00157898
18,426.838,0.93269,1.37211,0.2066,0.70043,1.00558,0.98603,0.985,0.98869,0.77504,0.99028,0.99,0.99304,0.78637,0.74651,0.87868,0.03521,0.51314,0.92311,0.00157348,0.00157348,0.00157348
19,449.168,0.94826,1.36338,0.21125,0.68377,0.9992,0.97932,0.98,0.98902,0.78942,0.98434,0.985,0.99187,0.79144,0.74039,0.91876,0.03723,0.43971,0.9039,0.00156798,0.00156798,0.00156798
20,471.581,0.89531,1.30965,0.18039,0.64703,0.98341,0.99386,0.96472,0.97951,0.78546,0.98408,0.97833,0.9876,0.79447,0.73955,0.9101,0.03063,0.53102,0.92311,0.00156248,0.00156248,0.00156248
21,493.674,0.89189,1.28269,0.18453,0.64613,0.98201,0.97613,0.98,0.98431,0.78229,0.97613,0.98,0.99344,0.76144,0.73401,0.95004,0.02536,0.48615,0.9097,0.00155698,0.00155698,0.00155698
22,516.026,0.88548,1.25468,0.18605,0.64732,0.99105,0.98527,0.98667,0.99254,0.79418,0.9886,0.99,0.9931,0.79847,0.72821,0.84843,0.02953,0.45448,0.90462,0.00155148,0.00155148,0.00155148
23,538.13,0.86122,1.31884,0.16747,0.63464,0.97503,0.99221,0.97944,0.98527,0.80811,0.99553,0.98277,0.99111,0.78114,0.68627,0.8525,0.02234,0.56488,0.88562,0.00154598,0.00154598,0.00154598
24,560.395,0.82975,1.15702,0.16049,0.60611,0.96426,0.99263,0.97904,0.98957,0.80908,0.99218,0.97915,0.98974,0.80164,0.67278,0.8873,0.03841,0.42758,0.88356,0.00154047,0.00154047,0.00154047
25,582.896,0.85442,1.16295,0.16474,0.62016,0.97486,0.98064,0.985,0.98937,0.81701,0.99384,0.9881,0.99457,0.81051,0.65967,0.80244,0.02424,0.48947,0.87761,0.00153497,0.00153497,0.00153497
26,605.16,0.84144,1.16148,0.15406,0.59975,0.96897,0.99145,0.96883,0.99198,0.80478,0.99481,0.97216,0.99304,0.7913,0.66366,0.86335,0.02902,0.42704,0.88841,0.00152947,0.00152947,0.00152947
27,627.683,0.85225,1.18884,0.14942,0.61297,0.96652,0.98815,0.97007,0.98495,0.81329,0.98815,0.97007,0.98828,0.77157,0.65838,0.95699,0.01989,0.47018,0.88548,0.00152397,0.00152397,0.00152397
28,649.758,0.82698,1.1517,0.15036,0.59807,0.97109,0.97947,0.965,0.97137,0.8089,0.9816,0.96667,0.97878,0.79647,0.66562,0.9143,0.01492,0.43026,0.89091,0.00151847,0.00151847,0.00151847
29,672.049,0.81773,1.11874,0.14524,0.60947,0.96888,0.96065,0.98242,0.9751,0.77468,0.95664,0.97833,0.97329,0.77569,0.72655,0.97589,0.02133,0.51843,0.9177,0.00151297,0.00151297,0.00151297
30,694.424,0.78784,1.14702,0.14744,0.57682,0.95553,0.96679,0.91496,0.95319,0.78667,0.972,0.91981,0.95916,0.77578,0.70162,0.99544,0.03595,0.49921,0.9183,0.00150747,0.00150747,0.00150747
31,716.743,0.78683,1.07631,0.14337,0.56919,0.96067,0.99259,0.98167,0.98487,0.8184,0.99391,0.98667,0.98961,0.81491,0.66004,0.85645,0.0167,0.4271,0.88845,0.00150197,0.00150197,0.00150197
32,739.181,0.77166,1.0815,0.1365,0.55969,0.94912,0.97796,0.98167,0.98881,0.82272,0.98299,0.98667,0.98936,0.80656,0.65397,0.85944,0.02015,0.39513,0.87469,0.00149647,0.00149647,0.00149647
33,761.484,0.77773,1.088,0.13555,0.57248,0.95392,0.96993,0.99,0.98432,0.80562,0.97478,0.995,0.99381,0.82682,0.68449,0.78335,0.02124,0.44573,0.88703,0.00149096,0.00149096,0.00149096
34,783.731,0.75498,1.06471,0.12559,0.55314,0.94152,0.99113,0.97387,0.98393,0.83395,0.99113,0.97387,0.98516,0.8214,0.61772,0.81303,0.01483,0.38975,0.86768,0.00148546,0.00148546,0.00148546
35,806.07,0.77005,1.03315,0.12838,0.55312,0.94434,0.98208,0.97667,0.99317,0.8333,0.98275,0.98356,0.98973,0.81669,0.61194,0.84725,0.01816,0.39738,0.86072,0.00147996,0.00147996,0.00147996
36,828.232,0.75039,1.05444,0.13719,0.54416,0.94005,0.99162,0.98785,0.99331,0.83273,0.99138,0.99181,0.99418,0.82616,0.61178,0.76844,0.01739,0.38437,0.87011,0.00147446,0.00147446,0.00147446
37,850.615,0.76116,1.04734,0.1236,0.54852,0.94379,0.99061,0.98263,0.98816,0.8332,0.98729,0.97929,0.99077,0.80777,0.59197,0.77515,0.01464,0.47154,0.85975,0.00146896,0.00146896,0.00146896
38,872.908,0.7471,0.98523,0.12787,0.54857,0.9426,0.99074,0.97667,0.98626,0.80953,0.98423,0.99,0.98524,0.80612,0.67666,0.88294,0.0168,0.40405,0.88412,0.00146346,0.00146346,0.00146346
39,895.14,0.74168,1.03749,0.12037,0.53407,0.93204,0.99228,0.98904,0.98858,0.84904,0.99444,0.99389,0.99443,0.82401,0.60684,0.79194,0.01124,0.35568,0.85784,0.00145796,0.00145796,0.00145796
40,917.532,0.73067,0.98351,0.11592,0.51946,0.93765,0.99871,0.99,0.99179,0.83516,0.99828,0.99254,0.9949,0.83508,0.63489,0.76796,0.01932,0.3721,0.86785,0.00145246,0.00145246,0.00145246
41,940.05,0.7201,0.98595,0.11213,0.50873,0.9278,0.98123,0.98907,0.98725,0.8298,0.98626,0.99402,0.99016,0.82522,0.60549,0.77536,0.01189,0.36143,0.86547,0.00144696,0.00144696,0.00144696
42,962.372,0.71815,1.04425,0.1123,0.52344,0.93169,0.99152,0.9835,0.99113,0.8461,0.99209,0.99036,0.98989,0.82493,0.5691,0.77823,0.0093,0.39676,0.8528,0.00144145,0.00144145,0.00144145
43,984.764,0.70895,0.96996,0.10858,0.49837,0.91937,0.99551,0.98511,0.98588,0.85172,0.99159,0.99667,0.99483,0.81888,0.59691,0.77513,0.0179,0.34804,0.85934,0.00143595,0.00143595,0.00143595
44,1006.98,0.73461,0.99435,0.11287,0.52284,0.93276,0.98175,0.99,0.99264,0.83371,0.98175,0.99,0.99389,0.83655,0.60276,0.73894,0.01369,0.39704,0.85621,0.00143045,0.00143045,0.00143045
45,1029.2,0.69275,0.97011,0.11076,0.50396,0.91824,0.99137,0.985,0.99029,0.86443,0.98682,0.99324,0.99051,0.83429,0.55545,0.77031,0.01182,0.35335,0.83828,0.00142495,0.00142495,0.00142495
46,1051.72,0.7119,0.96467,0.11401,0.50843,0.92563,0.98776,0.985,0.98576,0.83791,0.99591,0.995,0.99023,0.82722,0.58591,0.75621,0.00905,0.37012,0.85054,0.00141945,0.00141945,0.00141945
47,1074.05,0.68703,0.95271,0.1113,0.50204,0.91732,0.9978,0.98333,0.99419,0.84277,0.99508,0.99,0.99476,0.83138,0.58272,0.73802,0.01319,0.34548,0.85929,0.00141395,0.00141395,0.00141395
48,1096.51,0.68392,0.93108,0.11036,0.49372,0.91541,0.99323,0.99269,0.98908,0.85357,0.99323,0.99269,0.99379,0.81477,0.57215,0.76644,0.01348,0.5165,0.85882,0.00140845,0.00140845,0.00140845
49,1118.87,0.69458,0.94076,0.10825,0.49808,0.92812,0.99805,0.9885,0.99439,0.84636,0.99805,0.9885,0.99462,0.83861,0.59199,0.75716,0.01335,0.33549,0.85764,0.00140295,0.00140295,0.00140295
50,1141.26,0.67552,0.96302,0.10504,0.48766,0.91744,0.99341,0.98637,0.99291,0.84009,0.99341,0.98637,0.99381,0.82664,0.59191,0.75048,0.01031,0.35441,0.8561,0.00139745,0.00139745,0.00139745
51,1163.76,0.66577,0.90978,0.09694,0.47502,0.90851,0.99855,0.995,0.99238,0.87064,0.99855,0.995,0.99446,0.84604,0.56094,0.71254,0.01283,0.33666,0.84687,0.00139195,0.00139195,0.00139195
52,1186.27,0.66845,0.95023,0.10332,0.48418,0.91227,0.99398,0.99414,0.9942,0.85217,0.99393,0.99776,0.9948,0.84159,0.5921,0.7234,0.0092,0.35298,0.8538,0.00138644,0.00138644,0.00138644
53,1208.54,0.67134,0.91842,0.10123,0.48416,0.91788,0.99832,0.98774,0.99466,0.85562,0.99146,0.99836,0.9949,0.82975,0.57979,0.72827,0.00664,0.33357,0.85337,0.00138094,0.00138094,0.00138094
54,1230.98,0.67888,0.89471,0.1017,0.47685,0.91708,0.99535,0.98914,0.99115,0.86052,0.99356,0.99751,0.9949,0.84956,0.59103,0.70861,0.00835,0.33821,0.85367,0.00137544,0.00137544,0.00137544
55,1253.46,0.65835,0.85119,0.10411,0.46738,0.91116,0.98689,0.995,0.99455,0.85456,0.99188,1,0.99493,0.82691,0.56114,0.71442,0.00829,0.34874,0.85317,0.00136994,0.00136994,0.00136994
56,1278.05,0.64617,0.88511,0.09519,0.46623,0.90069,0.99055,0.99,0.99342,0.87163,0.99055,0.99,0.99114,0.84078,0.54325,0.73747,0.00957,0.32722,0.83647,0.00136444,0.00136444,0.00136444
57,1300.66,0.65947,0.89888,0.10916,0.47211,0.91052,0.98727,0.98855,0.99347,0.85824,0.98867,0.99435,0.9945,0.84378,0.55544,0.71725,0.0125,0.35236,0.84386,0.00135894,0.00135894,0.00135894
58,1323.17,0.64325,0.91648,0.09971,0.47437,0.90551,0.99168,0.99396,0.9908,0.86608,0.99168,0.99396,0.9945,0.83448,0.54567,0.70264,0.00719,0.32309,0.839,0.00135344,0.00135344,0.00135344
59,1345.73,0.64108,0.90402,0.09626,0.46901,0.90272,0.98499,0.97768,0.98921,0.87402,0.97519,0.99167,0.99301,0.83152,0.53148,0.74795,0.01371,0.33849,0.84094,0.00134794,0.00134794,0.00134794
60,1368.15,0.66386,0.93592,0.10371,0.47662,0.91265,0.98967,0.99,0.99009,0.86019,0.99105,0.99405,0.9946,0.82487,0.5658,0.73354,0.009,0.34398,0.85449,0.00134244,0.00134244,0.00134244
61,1393.17,0.62316,0.86368,0.09524,0.4527,0.90165,0.98615,0.995,0.99389,0.86013,0.98615,0.995,0.98947,0.82452,0.5373,0.70169,0.00927,0.34399,0.83699,0.00133693,0.00133693,0.00133693
62,1415.38,0.64796,0.90287,0.0932,0.46716,0.90838,0.9897,0.99304,0.99085,0.86683,0.9897,0.99304,0.99397,0.8348,0.5391,0.71431,0.00927,0.32268,0.84796,0.00133143,0.00133143,0.00133143
63,1439.57,0.61014,0.85026,0.09482,0.44224,0.897,0.99421,0.99,0.98971,0.8723,0.99364,0.9939,0.9945,0.8441,0.54065,0.70318,0.01122,0.32227,0.84646,0.00132593,0.00132593,0.00132593
64,1461.93,0.61176,0.86277,0.08933,0.43564,0.89317,0.99934,0.99452,0.99472,0.8632,0.99827,0.99872,0.995,0.84117,0.52805,0.70426,0.0091,0.31055,0.84513,0.00132043,0.00132043,0.00132043
65,1484.41,0.61853,0.85534,0.09666,0.45062,0.90025,0.99959,0.995,0.99442,0.87486,0.99959,0.995,0.9949,0.84479,0.54183,0.70904,0.00762,0.31685,0.84612,0.00131493,0.00131493,0.00131493
66,1507.01,0.62771,0.85283,0.09977,0.45861,0.90276,0.98943,0.99265,0.9941,0.88028,0.99014,0.99631,0.99465,0.84514,0.50828,0.70824,0.00773,0.32304,0.8267,0.00130943,0.00130943,0.00130943
67,1529.73,0.60028,0.82167,0.08765,0.43259,0.89004,0.99437,0.98991,0.99317,0.8782,0.99437,0.98991,0.99317,0.83836,0.5188,0.70461,0.01561,0.30619,0.83714,0.00130393,0.00130393,0.00130393
68,1552.09,0.59616,0.85018,0.09502,0.43468,0.89314,0.99251,0.99,0.99437,0.87402,0.99338,0.99945,0.99475,0.84309,0.52115,0.69449,0.00772,0.31111,0.83878,0.00129843,0.00129843,0.00129843
69,1574.63,0.60555,0.84564,0.08692,0.43137,0.88823,0.9942,0.98662,0.99367,0.88416,0.99205,0.99527,0.9949,0.84758,0.5031,0.69984,0.00687,0.31326,0.83347,0.00129293,0.00129293,0.00129293
70,1597.09,0.60512,0.82602,0.0903,0.42963,0.892,0.99617,0.98919,0.98981,0.87986,0.99964,0.995,0.99485,0.83567,0.51254,0.68182,0.01077,0.31679,0.83236,0.00128742,0.00128742,0.00128742
71,1619.64,0.60635,0.82511,0.08946,0.43522,0.89228,0.98349,0.995,0.98998,0.87556,0.98349,0.995,0.99455,0.84203,0.51767,0.69042,0.01485,0.33348,0.83884,0.00128192,0.00128192,0.00128192
72,1641.89,0.60595,0.82035,0.09151,0.44565,0.89621,0.98874,0.99,0.98933,0.85,0.99087,0.99392,0.99316,0.83474,0.53152,0.71335,0.00818,0.36431,0.84677,0.00127642,0.00127642,0.00127642
73,1664.44,0.59802,0.85888,0.08977,0.42548,0.89343,0.98062,0.96936,0.9802,0.86833,0.98589,0.97429,0.97521,0.8242,0.5181,0.8351,0.00877,0.33831,0.83796,0.00127092,0.00127092,0.00127092
74,1687.01,0.58456,0.85952,0.0864,0.43092,0.89175,0.99332,0.985,0.9948,0.88128,0.99332,0.985,0.99485,0.83949,0.51591,0.72627,0.01602,0.30719,0.83484,0.00126542,0.00126542,0.00126542
75,1709.47,0.59263,0.84353,0.09558,0.42858,0.89136,0.98367,0.995,0.99461,0.87771,0.99039,0.99416,0.99471,0.84715,0.50875,0.68266,0.00629,0.31336,0.83264,0.00125992,0.00125992,0.00125992
76,1732.02,0.59041,0.80223,0.09177,0.42508,0.8945,0.99649,0.98981,0.99099,0.88353,0.99649,0.98981,0.99049,0.84284,0.50324,0.71272,0.00818,0.31141,0.82946,0.00125442,0.00125442,0.00125442
77,1754.35,0.58011,0.79972,0.09134,0.42975,0.89108,0.99912,0.99316,0.99495,0.8651,0.9958,0.98983,0.99362,0.8498,0.53718,0.675,0.00704,0.31472,0.84498,0.00124892,0.00124892,0.00124892
78,1776.83,0.5991,0.88797,0.09201,0.42925,0.89457,0.99338,0.98486,0.99274,0.87084,0.99338,0.98486,0.98547,0.84314,0.51388,0.73924,0.0108,0.32342,0.83118,0.00124342,0.00124342,0.00124342
79,1799.45,0.58175,0.78118,0.0896,0.42224,0.88598,0.99668,0.98768,0.99271,0.85028,0.99668,0.98768,0.99053,0.84252,0.56374,0.723,0.00532,0.32613,0.85036,0.00123791,0.00123791,0.00123791
80,1822.96,0.57607,0.77268,0.08954,0.41591,0.88504,0.99732,0.98316,0.99457,0.86295,0.99751,0.99954,0.995,0.86476,0.54593,0.62573,0.01016,0.31907,0.8403,0.00123241,0.00123241,0.00123241
81,1845.54,0.57774,0.76675,0.08793,0.41161,0.89083,0.99511,0.99461,0.99465,0.88648,0.9953,0.99875,0.99493,0.8603,0.49606,0.64123,0.00807,0.30534,0.83024,0.00122691,0.00122691,0.00122691
82,1867.97,0.57171,0.78554,0.08976,0.41238,0.88617,0.9897,0.98978,0.99458,0.8808,0.99157,0.99574,0.99376,0.86797,0.49428,0.6137,0.00512,0.29345,0.82755,0.00122141,0.00122141,0.00122141
83,1890.64,0.57038,0.71613,0.08818,0.41229,0.88586,0.988,0.99419,0.9946,0.88336,0.988,0.99419,0.9946,0.88308,0.52113,0.579,0.0078,0.31168,0.83924,0.00121591,0.00121591,0.00121591
84,1913.26,0.572,0.75823,0.08648,0.40931,0.88306,0.98627,0.99498,0.99439,0.88005,0.98791,0.99664,0.9927,0.88606,0.51367,0.53464,0.00741,0.30305,0.83089,0.00121041,0.00121041,0.00121041
85,1935.56,0.54971,0.6847,0.08063,0.39697,0.87461,0.99634,0.98979,0.99283,0.87669,0.99634,0.98979,0.99072,0.89963,0.51786,0.53194,0.01089,0.30359,0.83884,0.00120491,0.00120491,0.00120491
86,1958.29,0.57127,0.73259,0.08936,0.40829,0.87961,0.98567,0.995,0.99435,0.8856,0.99062,1,0.9948,0.89725,0.51636,0.53216,0.00882,0.30639,0.83114,0.00119941,0.00119941,0.00119941
87,1980.71,0.56601,0.6707,0.08072,0.40658,0.88511,0.99915,0.99446,0.9941,0.86909,0.99582,0.99113,0.99273,0.88929,0.51884,0.5123,0.00614,0.32467,0.8336,0.00119391,0.00119391,0.00119391
88,2003.21,0.57402,0.66851,0.08982,0.41506,0.89263,0.99464,0.99162,0.99449,0.8588,0.9913,0.98828,0.99332,0.89399,0.52691,0.51881,0.00774,0.3142,0.82887,0.0011884,0.0011884,0.0011884
89,2025.48,0.57309,0.6748,0.08256,0.40507,0.88135,0.99274,0.97908,0.99014,0.87007,0.98829,0.9836,0.99027,0.89049,0.53873,0.5411,0.00919,0.31973,0.84196,0.0011829,0.0011829,0.0011829
90,2047.45,0.57942,0.69146,0.09692,0.42373,0.89199,0.99667,0.99159,0.99472,0.8816,1,0.99378,0.9949,0.90582,0.52136,0.49677,0.00532,0.30754,0.83467,0.0011774,0.0011774,0.0011774
91,2069.82,0.54903,0.63502,0.07932,0.39382,0.87822,0.99791,0.98537,0.99462,0.89494,0.99872,0.99416,0.99495,0.91816,0.51436,0.47732,0.00974,0.29267,0.82944,0.0011719,0.0011719,0.0011719
92,2092.14,0.5546,0.62813,0.07904,0.40046,0.88624,0.9948,0.99412,0.99434,0.88914,0.9948,0.99412,0.99434,0.92342,0.5062,0.44952,0.00531,0.29242,0.83846,0.0011664,0.0011664,0.0011664
93,2114.14,0.54953,0.62966,0.07681,0.39477,0.87842,0.9942,0.99458,0.99441,0.883,0.99919,0.99958,0.995,0.9219,0.49052,0.44426,0.00528,0.29836,0.82255,0.0011609,0.0011609,0.0011609
94,2136.41,0.55267,0.6358,0.08482,0.40184,0.88306,0.99588,0.99903,0.995,0.89841,0.99588,0.99903,0.995,0.92701,0.48766,0.43591,0.01147,0.28461,0.83046,0.0011554,0.0011554,0.0011554
95,2159.34,0.56114,0.64449,0.08751,0.40881,0.88508,0.99791,0.99297,0.99481,0.89141,0.99561,1,0.995,0.90983,0.49045,0.46366,0.00514,0.28755,0.82832,0.0011499,0.0011499,0.0011499
96,2181.5,0.54212,0.6275,0.08162,0.39328,0.87987,0.99803,0.97967,0.98962,0.89306,0.98922,0.995,0.9944,0.92684,0.48388,0.41773,0.00691,0.29773,0.82921,0.0011444,0.0011444,0.0011444
97,2203.83,0.55268,0.61804,0.0818,0.39379,0.88702,0.99929,0.98751,0.99466,0.88179,0.99884,0.99386,0.9949,0.92709,0.50847,0.42804,0.00813,0.30694,0.83516,0.00113889,0.00113889,0.00113889
98,2226.11,0.54466,0.60914,0.08168,0.39682,0.87759,0.99402,0.99374,0.99052,0.89202,0.99402,0.99374,0.99052,0.93189,0.48685,0.38072,0.0079,0.28953,0.82361,0.00113339,0.00113339,0.00113339
99,2248.43,0.54349,0.62307,0.08055,0.3882,0.87731,0.99256,0.98726,0.99427,0.89513,0.99377,0.99437,0.99446,0.9264,0.46891,0.42371,0.01064,0.28594,0.81683,0.00112789,0.00112789,0.00112789
100,2270.73,0.55601,0.63183,0.08267,0.40194,0.88295,0.99368,0.98899,0.99285,0.90171,0.99498,0.99302,0.99294,0.92432,0.48424,0.45515,0.00791,0.28643,0.82949,0.00112239,0.00112239,0.00112239
101,2293.15,0.53575,0.55906,0.07842,0.38439,0.87814,0.99959,0.98788,0.99062,0.87887,0.99867,0.995,0.99476,0.92124,0.50072,0.42439,0.00523,0.28486,0.82815,0.00111689,0.00111689,0.00111689
102,2315.29,0.55261,0.59483,0.08137,0.39898,0.88141,0.99839,0.99919,0.995,0.88487,0.99839,0.99919,0.995,0.92466,0.48819,0.41016,0.00824,0.29242,0.82494,0.00111139,0.00111139,0.00111139
103,2337.58,0.53529,0.54039,0.07968,0.39316,0.8775,0.99478,0.99,0.99044,0.87718,0.99328,1,0.9949,0.92431,0.4977,0.38422,0.00555,0.29779,0.83204,0.00110589,0.00110589,0.00110589
104,2359.81,0.52792,0.56572,0.08466,0.38124,0.87502,0.99912,0.99323,0.99054,0.88315,0.99642,1,0.995,0.92242,0.47765,0.41129,0.00827,0.28376,0.8193,0.00110039,0.00110039,0.00110039
105,2381.8,0.53379,0.58321,0.08122,0.39088,0.87487,0.9997,0.99445,0.99048,0.86823,0.9997,0.99445,0.99485,0.9281,0.50247,0.39347,0.00723,0.30961,0.82636,0.00109489,0.00109489,0.00109489
106,2404.15,0.52664,0.55887,0.08088,0.38708,0.86707,0.9942,0.995,0.9926,0.89468,0.99922,1,0.995,0.9345,0.49993,0.39277,0.00561,0.28995,0.82906,0.00108938,0.00108938,0.00108938
107,2426.52,0.55035,0.53135,0.08705,0.39565,0.87835,0.99999,0.99457,0.99064,0.88148,0.99834,0.99854,0.995,0.92475,0.47873,0.3731,0.00836,0.2768,0.81923,0.00108388,0.00108388,0.00108388
108,2448.47,0.53637,0.54124,0.07699,0.39558,0.87807,0.99439,0.99848,0.9949,0.88626,0.99439,0.99848,0.9949,0.9252,0.46747,0.39187,0.00887,0.30236,0.81986,0.00107838,0.00107838,0.00107838
109,2470.57,0.52739,0.55751,0.07539,0.38447,0.87316,0.9997,0.995,0.99027,0.88261,0.9993,0.99879,0.995,0.92769,0.47415,0.40248,0.00366,0.29491,0.82213,0.00107288,0.00107288,0.00107288
110,2492.78,0.52563,0.51064,0.07803,0.37662,0.87739,0.99988,0.99464,0.99132,0.88613,0.99988,0.99464,0.99495,0.93814,0.48368,0.39267,0.0084,0.27694,0.82465,0.00106738,0.00106738,0.00106738
111,2515.07,0.51783,0.52679,0.07936,0.37478,0.87349,0.99831,0.99915,0.995,0.90208,0.99831,0.99915,0.995,0.94882,0.47287,0.36476,0.0124,0.28253,0.82263,0.00106188,0.00106188,0.00106188
112,2537.45,0.50397,0.51361,0.07372,0.36673,0.87006,0.99841,0.99432,0.9949,0.91076,0.99905,0.99753,0.995,0.94481,0.46369,0.36842,0.0063,0.26724,0.81588,0.00105638,0.00105638,0.00105638
113,2559.71,0.50938,0.54178,0.0778,0.37009,0.86659,0.99902,0.99356,0.99463,0.90107,0.99902,0.99356,0.99495,0.94194,0.49533,0.37782,0.00556,0.27597,0.82655,0.00105088,0.00105088,0.00105088
114,2581.79,0.50098,0.49633,0.07231,0.36294,0.85952,0.97365,0.975,0.98824,0.90715,0.97365,0.975,0.98517,0.93089,0.48153,0.46243,0.01725,0.29034,0.82696,0.00104538,0.00104538,0.00104538
115,2604.07,0.51862,0.50252,0.07872,0.37684,0.87245,0.99873,1,0.995,0.90104,0.99873,1,0.995,0.93172,0.47923,0.39812,0.00491,0.27169,0.82729,0.00103987,0.00103987,0.00103987
116,2626.36,0.52356,0.50612,0.08659,0.37745,0.87604,0.99849,0.99499,0.995,0.90745,0.99849,0.99499,0.995,0.93602,0.46055,0.41162,0.00868,0.26865,0.82224,0.00103437,0.00103437,0.00103437
117,2648.62,0.50598,0.4589,0.07045,0.36136,0.8633,0.99972,0.995,0.99236,0.9034,0.9986,0.99971,0.995,0.94011,0.47933,0.38685,0.00398,0.26411,0.82484,0.00102887,0.00102887,0.00102887
118,2671.32,0.52481,0.52401,0.07965,0.37454,0.87573,0.99869,0.99414,0.99495,0.89972,1,0.99654,0.995,0.93993,0.47631,0.39453,0.00347,0.26824,0.82153,0.00102337,0.00102337,0.00102337
119,2693.46,0.51187,0.50207,0.07322,0.36918,0.86871,0.99969,0.995,0.99385,0.89504,0.99821,0.99937,0.995,0.93747,0.46341,0.35304,0.00719,0.26496,0.82141,0.00101787,0.00101787,0.00101787
